path,type,name,signature,language,intent,category,domain,imports
code2logic/llm.py,method,CodeAnalyzer.generate_code,"(self,project,target_lang,module_filter)->Dict[str, str]",python,Generate code in target language from project analysis.,other,llm,json
code2logic/llm.py,method,CodeAnalyzer.translate_function,"(self,name,signature,intent...+2)->str",python,Translate a single function to another language.,other,llm,json
code2logic/llm.py,method,CodeAnalyzer._build_signature,"(self,f)->str",python,Build compact signature.,create,llm,json
code2logic/llm.py,function,get_available_backends,"()->Dict[str, bool]",python,availability status of LLM backends.,read,llm,json
code2logic/analyzer.py,class,ProjectAnalyzer,(),python,,other,code2logic,sys
code2logic/analyzer.py,method,ProjectAnalyzer.__init__,"(self,root_path,use_treesitter,verbose...+1)",python,Initialize the project analyzer.,lifecycle,code2logic,sys
code2logic/analyzer.py,method,ProjectAnalyzer._print_status,(self),python,Print library availability status.,other,code2logic,sys
code2logic/analyzer.py,method,ProjectAnalyzer. Projec,"(Info)->     """"""
  ",python,yze the project.,other,code2logic,sys
code2logic/analyzer.py,method,"ProjectAnalyzer.):
        ","(""""Sc)",python,e all source files.''',other,code2logic,sys
code2logic/analyzer.py,method,ProjectAnalyzer.nts(self) -> List[s,"(r])->   """"""Det",python,t entry points.''',validate,code2logic,sys
code2logic/analyzer.py,method,"ProjectAnalyzer.elf) -> Dict:
","(    )->""
  ",python,analysis statistics.,other,code2logic,sys
code2logic/analyzer.py,function,"
    path: str,","(se_t,bool = True,
 ,False,
)-> """"""
    Co",python,nce function to analyze a project.,other,code2logic,sys
code2logic/analyzer.py,function,"us() -> Dict[str, ","()->
    """"""
    Ge",python,lability status of optional libraries.,other,code2logic,sys
code2logic/parsers.py,class,TreeSitterParser,(),python,,transform,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser.__init__,(self),python,Initialize Tree-sitter parsers for available languages.,lifecycle,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._init_parsers,(self),python,Initialize parsers for each supported language.,transform,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser.is_available,"(self,language)->bool",python,Check if Tree-sitter parser is available for a language.,validate,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser.get_supported_languages,(cls)->List[str],python,list of potentially supported languages.,read,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser.parse,"(self,filepath,content,language)->Optional[ModuleInfo]",python,Parse a source file using Tree-sitter.,transform,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._parse_python,"(self,filepath,content,tree)->ModuleInfo",python,Parse Python source using Tree-sitter AST.,transform,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_py_function,"(self,node,content,decorated_node)->Optional[FunctionInfo]",python,Extract Python function from AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_py_class,"(self,node,content)->Optional[ClassInfo]",python,Extract Python class from AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_py_import,"(self,node,content)->List[str]",python,Extract import statement.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_py_from_import,"(self,node,content)->List[str]",python,Extract from ... import ... statement.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_py_constant,"(self,node,content)->Optional[str]",python,Extract constant (UPPERCASE assignment).,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._parse_js_ts,"(self,filepath,content,tree...+1)->ModuleInfo",python,Parse JavaScript/TypeScript source using Tree-sitter AST.,transform,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_class,"(self,node,content)->Optional[ClassInfo]",python,Extract JS/TS class from AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_method,"(self,node,content)->Optional[FunctionInfo]",python,Extract JS/TS method from AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_function,"(self,node,content)->Optional[FunctionInfo]",python,Extract JS/TS function from AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_arrow_fn,"(self,node,content)->Optional[FunctionInfo]",python,Extract arrow function assigned to const.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_params,"(self,params_node,content)->List[str]",python,Extract JS/TS function parameters.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_ts_type,"(self,node,content)->Optional[TypeInfo]",python,Extract TypeScript interface or type alias.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_ts_enum,"(self,node,content)->Optional[TypeInfo]",python,Extract TypeScript enum.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_constant,"(self,node,content)->Optional[str]",python,Extract constant (UPPERCASE const).,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_js_comment,"(self,node,content)->Optional[str]",python,Extract JS comment content.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._find_child,"(self,node,type_name)",python,Find first child of given type.,read,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._text,"(self,node,content)->str",python,text content of node.,other,parser,"ast,re"
code2logic/parsers.py,method,TreeSitterParser._extract_string,"(self,node,content)->str",python,Extract string content without quotes.,other,parser,"ast,re"
code2logic/parsers.py,class,UniversalParser,(),python,,transform,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser.__init__,(self),python,Initialize the universal parser.,lifecycle,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser.parse,"(self,filepath,content,language)->Optional[ModuleInfo]",python,Parse a source file using AST or regex.,transform,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser._parse_python,"(self,filepath,content)->Optional[ModuleInfo]",python,Parse Python using built-in AST.,transform,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser._extract_ast_function,"(self,node)->FunctionInfo",python,Extract function from Python AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser._extract_ast_class,"(self,node)->ClassInfo",python,Extract class from Python AST node.,other,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser._ann_str,"(self,node)->str",python,Convert AST annotation to string.,other,parser,"ast,re"
code2logic/parsers.py,method,UniversalParser._parse_js_ts,"(self,filepath,content,language)->ModuleInfo",python,Parse JS/TS using regex patterns.,transform,parser,"ast,re"
code2logic/parsers.py,function,is_tree_sitter_available,()->bool,python,Check if Tree-sitter is available.,validate,parser,"ast,re"
code2logic/intent.py,class,EnhancedIntentGenerator,(),python,,transform,code2logic,re
code2logic/intent.py,method,"EnhancedIntentGenerator.__(self,","(lang,str )",python,Initialize the intent generator.,other,code2logic,re
code2logic/intent.py,method,"EnhancedIntentGenerator.te(self,","(name,str,,ing)->   ",python,Generate intent from function name and optional docstring.,other,code2logic,re
code2logic/intent.py,method,"EnhancedIntentGenerator.ct_from_docstring(self,","(docs,ing)->al[str]:
    ",python,ract intent from docstring's first line.''',other,code2logic,re
code2logic/intent.py,method,"EnhancedIntentGenerator._name(self,","(name,str))->tr]:
    ",python,Split function name into words.,other,code2logic,re
code2logic/intent.py,method,EnhancedIntentGenerator.ailable_features(cls) ,"(> d)->tr, bool]:
    ",python,dictionary of available NLP features.,other,code2logic,re
code2logic/generators.py,class,MarkdownGenerator,(),python,,transform,generator,json
code2logic/generators.py,method,MarkdownGenerator.generate,"(self,project,detail_level)->str",python,Generate Markdown output.,other,generator,json
code2logic/generators.py,method,MarkdownGenerator.: List[st,"(], p,ject,)",python,tructure tree.''',validate,generator,json
code2logic/generators.py,method,MarkdownGenerator.: List[str],"( tre, dict,, de, = 0)...+1)",python,ee structure.''',validate,generator,json
code2logic/generators.py,method,MarkdownGenerator.: ModuleInf,"(, 
 ,     ,e,    """"...+1)",python,fn = Path(m.path).name,other,generator,json
code2logic/generators.py,method,"MarkdownGenerator.lassInfo, ","(etai, str),Gen,ocumen)",python,kind = 'interface' if cls.is_int,other,generator,json
code2logic/generators.py,method,"MarkdownGenerator.   ""","(""Gen,a)->re.",python,',other,generator,json
code2logic/generators.py,class,ltra-compact out,(),python,,other,generator,json
code2logic/generators.py,method,"ltra-compact out.tr:
    ","(   "",
      )-> ou",python,tr:,other,generator,json
code2logic/generators.py,class, output for m,(),python,,other,generator,json
code2logic/generators.py,method, output for m.: bool =,"(Fals, 
     ,ail, """"""
 )->tpu",python,: bool =,other,generator,json
code2logic/generators.py,method," output for m.fo, detail: str)","(-> s,,nested)->ctu",python,def ser_func(f: FunctionInfo) ->,other,generator,json
code2logic/generators.py,method," output for m., detail: str)","(-> s,,flat J)->or ",python,", detail: str)",other,generator,json
code2logic/generators.py,method," output for m.lem_type: str, nam","(,
,         ,atur...+4)->ow f",python,"lem type: str, nam",other,generator,json
code2logic/generators.py,method," output for m.> str:
        ""","(""Bui, )->""""
",python,"rams = ','.join(f.params[:4])",other,generator,json
code2logic/generators.py,method," output for m.    """"""Cate","(oriz,by n)->n.""",python,name_lower = name.lower().split(,other,generator,json
code2logic/generators.py,method," output for m.        """"""Extr","(ct d,ain )->""""""",python,arts = path.lower().replace('\\,other,generator,json
code2logic/generators.py,method, output for m. str) -> str:,"(    ,  """",e short h)->   ",python, str)  > str:,other,generator,json
code2logic/generators.py,class, output for h,(),python,,other,generator,json
code2logic/generators.py,method, output for h.: bool =,"(Fals, 
     ,ail, """"""
 )->tpu",python,: bool =,other,generator,json
code2logic/generators.py,method," output for h.fo, detail: str)","(-> d,t,at dat)->e op",python,r comparisons.''',other,generator,json
code2logic/generators.py,method," output for h.Info, detail: str)","(-> d,t,sted h)->l da",python,"info, detail: str)",other,generator,json
code2logic/generators.py,method," output for h.r, name: s","(r, s,natu,,
       ,    ...+4)->lat ",python,"r, name: s",other,generator,json
code2logic/generators.py,method," output for h.unctionInfo, langua","(e,,
  , , detail...+3)-> fun",python,sig = self._build_signature(f),other,generator,json
code2logic/generators.py,method," output for h.name: str, f: Fun","(tion,fo,
,          , ...+4)->od.""",python,sig = self._build_signature(f),other,generator,json
code2logic/generators.py,method, output for h.detail: str) -> d,"(ct, ,functi)-> for",python,detail: str)  > d,other,generator,json
code2logic/generators.py,method, output for h.tail: str) -> d,"(ct, ,method)->or n",python,tail: str)  > d,other,generator,json
code2logic/generators.py,method," output for h.> str:
        ""","(""Bui, )->tri",python,"params = ','.join(f.params[:4])",other,generator,json
code2logic/generators.py,method," output for h.    """"""Cate","(oriz,func)->me ",python,name_lower = name.lower(),other,generator,json
code2logic/generators.py,method," output for h.        """"""Extr","(ct d,ain )->pat",python,parts = path.lower().replace('\\,other,generator,json
code2logic/generators.py,method, output for h. str) -> str:,"(    ,  """",e short h)->ick",python, str)  > str:,other,generator,json
code2logic/generators.py,method," output for h.ectInfo, flat: bool, ","(    ,       ,  de,YAML g)->wit",python,"ect info, flat: bool,",other,generator,json
code2logic/generators.py,class,utput optimi,(),python,,other,generator,json
code2logic/generators.py,method,utput optimi.il: str ,"( 'st,dard') , """"""
 )->put",python,il: str,other,generator,json
code2logic/generators.py,method,"utput optimi.: str, nam","(, ,      sig, str...+4)->""""
 ",python,": str, nam",other,generator,json
code2logic/generators.py,method,"utput optimi.elem_type: str, nam","(,
,         ,Func...+4)->on/m",python,sig = self._build_signature(f),other,generator,json
code2logic/generators.py,method,"utput optimi.> str:
        ""","(""Bui, )->""""
",python,"rams = ','.join(p.split(':')[0",other,generator,json
code2logic/generators.py,method,"utput optimi.    """"""Cate","(oriz,func)->me ",python,name_lower = name.lower().split,other,generator,json
code2logic/generators.py,method,"utput optimi.        """"""Extr","(ct d,ain )->pat",python,parts = path.lower().replace('\\,other,generator,json
code2logic/generators.py,method,utput optimi. str) -> str:,"(    ,  """",e short h)->ick",python, str)  > str:,other,generator,json
code2logic/generators.py,method,"utput optimi.    """"""Esca","(e te, for)->ve ",python,limit commas).''',other,generator,json
code2logic/similarity.py,class,SimilarityDetector,(),python,,transform,code2logic,
code2logic/similarity.py,method,SimilarityDetector.__init__,"(self,threshold)",python,Initialize the similarity detector.,lifecycle,code2logic,
code2logic/similarity.py,method,SimilarityDetector.find_similar_functions,"(self,modules)->Dict[str, List[str]]",python,Find similar functions across all modules.,read,code2logic,
code2logic/similarity.py,method,SimilarityDetector.find_duplicate_signatures,"(self,modules)->Dict[str, List[str]]",python,Find functions with identical signatures.,read,code2logic,
code2logic/similarity.py,method,SimilarityDetector._build_signature,"(self,name,params,return_type)->str",python,Build a normalized signature string.,create,code2logic,
code2logic/similarity.py,function,is_rapidfuzz_available,()->bool,python,Check if Rapidfuzz is available.,validate,code2logic,
code2logic/dependency.py,class,DependencyAnalyzer,(),python,,other,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.__init__,(self),python,Initialize the dependency analyzer.,lifecycle,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.build_graph,"(self,modules)->Dict[str, List[str]]",python,Build dependency graph from modules.,create,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.analyze_metrics,"(self)->Dict[str, DependencyNode]",python,Compute metrics for each node in the graph.,other,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.get_entrypoints,(self)->List[str],python,entry points (nodes with no incoming edges).,read,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.get_hubs,(self)->List[str],python,hub modules (high centrality).,read,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.detect_cycles,(self)->List[List[str]],python,Detect dependency cycles.,other,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.get_strongly_connected_components,(self)->List[List[str]],python,strongly connected components.,read,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer._detect_clusters,"(self)->Dict[str, int]",python,Detect clusters using connected components.,other,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer._module_name,"(self,path)->str",python,Convert file path to module name.,other,code2logic,
code2logic/dependency.py,method,DependencyAnalyzer.get_dependency_depth,"(self,module_path)->int",python,the maximum depth of dependencies for a module.,read,code2logic,
code2logic/dependency.py,function,is_networkx_available,()->bool,python,Check if NetworkX is available.,validate,code2logic,
code2logic/mcp_server.py,function,handle_request,(request)->dict,python,Handle incoming MCP request.,other,code2logic,"json,sys"
code2logic/mcp_server.py,function,call_tool,"(tool_name,arguments)->str",python,Execute a tool and return result.,transform,code2logic,"json,sys"
code2logic/mcp_server.py,function,run_server,(),python,Run the MCP server.,other,code2logic,"json,sys"
code2logic/gherkin.py,class,GherkinGenerator,(),python,,transform,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.(self, l","(ngua,)",python,Initialize GherkinGenerator.,other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.(self, p","(ojec, Projec,str = ,)->   ",python,Generate Gherkin feature files from project analysis.,other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator._test_scenarios(self, p","(ojec, Projec,)->rkinFeature]:
      ",python,Generate structured test scenarios for programmatic use.,other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,GherkinGenerator._definitions(self) -,"( Lis)->pDefinition]:
      ",python,ll unique step definitions from generated features.''',lifecycle,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator._features(self, p","(ojec, Projec,)->rkinFeature]:
      ",python,ct Gherkin features from project.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.feature(self, g","(oup_,me,ist[d, Projec...+1)->eature:
      ",python,e a Gherkin feature from grouped items.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.scenario(self, c","(tego,,ist[d,str) -)->cenario:
      ",python,e a scenario from category items.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.edge_case_scenarios(self, c","(tego,,ist[d)->rkinScenario]:
      ",python,e edge case scenarios for thorough testing.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.when_step(self, f","(nc,ncti,r) -)->   ",python,e a When step from function info.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.background(self, d","(main,str, 
,ist[d)->[List[str]]:
      ",python,e background steps for common setup.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.examples_table(self, i","(ems,ist[d)->t[str, str]]:
      ",python,e Examples table for Scenario Outline.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator._param_placeholders(self, f","(nc,ncti)->   ",python,ct parameter placeholders for Gherkin steps.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.r_step(self, s","(ep_t,e, str, f,ncti)",python,ter a step definition for later generation.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.features(self, f","(atur,,str) -)->   ",python,r features to Gherkin text.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.feature(self, f","(atur, Gherki,str) -)->   ",python,r a single feature.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.scenario(self, s","(enar,,str) -)->   ",python,r a single scenario.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator.ize(self, n","(me,r) -)->   ",python,orize function by name pattern.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator._domain(self, p","(th,r) -)->   ",python,ct domain from file path.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator._readable(self, n","(me,r) -)->   ",python,rt function name to readable text.''',read,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"GherkinGenerator._func_name(self, s","(ep,r) -)->   ",python,rt step text to valid function name.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,class,"nitionGenerator:
    """"",(),python,,transform,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"nitionGenerator:
    """"._pytest_bdd(self, f","(atur,)->   ",python,ate pytest-bdd step definitions.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"nitionGenerator:
    """"._behave(self, f","(atur,)->   ",python,ate behave step definitions.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"nitionGenerator:
    """"._cucumber_js(self, f","(atur,)->   ",python,ate Cucumber.js step definitions.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"nitionGenerator:
    """"._func_name(self, s","(ep,r) -)->   ",python,rt step text to valid function name.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,class,"YAMLGenerator:
    """"",(),python,,transform,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"YAMLGenerator:
    """".(self, p","(ojec, Projec,str = )->   ",python,ate Cucumber YAML configuration.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"YAMLGenerator:
    """"._domain(self, p","(th,r) -)->   ",python,ct domain from path.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,method,"YAMLGenerator:
    """".ize(self, n","(me,r) -)->   ",python,orize by name pattern.''',other,code2logic,"re,hashlib"
code2logic/gherkin.py,function,herkin(csv_con,"(ent,)-> """"",python,Convert CSV analysis directly to Gherkin.,other,code2logic,"re,hashlib"
code2logic/gherkin.py,function,_test_data(gherkin_c,"(ntent)->Any]:
    """"""
",python,tract structured test data from Gherkin for LLM processing.,other,code2logic,"re,hashlib"
examples/refactor_suggestions.py,function,check_ollama,()->bool,python,Check if Ollama is running.,validate,examples,"sys,json"
examples/refactor_suggestions.py,function,generate_with_ollama,"(prompt,system)->str",python,Generate text using Ollama.,other,examples,"sys,json"
examples/refactor_suggestions.py,function,find_issues,(project)->list,python,Find potential code issues.,read,examples,"sys,json"
examples/refactor_suggestions.py,function,get_llm_suggestions,"(issues,project)->str",python,detailed suggestions from LLM.,read,examples,"sys,json"
examples/refactor_suggestions.py,function,main,(),python,Main refactoring analysis.,other,examples,"sys,json"
examples/token_efficiency.py,function,count_tokens,(text)->int,python,Approximate token count (~4 chars per token for English).,transform,examples,sys
examples/token_efficiency.py,function,estimate_cost,"(tokens,model)->float",python,Estimate API cost based on token count.,other,examples,sys
examples/token_efficiency.py,function,analyze_format,"(name,content,baseline_tokens)->Dict[str, Any]",python,Analyze a single format's efficiency.,transform,examples,sys
examples/token_efficiency.py,function,main,(),python,Run token efficiency analysis.,other,examples,sys
examples/bdd_workflow.py,function,lculate_token_savings(c,"(v_content,erkin_content)->ct:
",python,Calculate token savings between formats.''',transform,examples,"s
i,on
f"
examples/bdd_workflow.py,function,in(),(),python,Run BDD workflow.''',other,examples,"s
i,on
f"
examples/compare_projects.py,function,compute_hash,"(name,signature)->str",python,Compute hash for function comparison.,validate,examples,"sys,json"
examples/compare_projects.py,function,extract_elements,(project)->dict,python,Extract all elements from project with hashes.,other,examples,"sys,json"
examples/compare_projects.py,function,compare_projects,"(project1,project2)->dict",python,Compare two projects.,other,examples,"sys,json"
examples/compare_projects.py,function,print_comparison,(result),python,Print comparison results.,validate,examples,"sys,json"
examples/compare_projects.py,function,"""Mai",(),python,'mai,other,examples,"sys,json"
examples/quick_start.py,function,main,(),python,main,other,examples,sys
examples/generate_code.py,function,check_ollama,(),python,Check if Ollama is running.,validate,examples,"sys,json"
examples/generate_code.py,function,generate_with_ollama,"(prompt,system)->str",python,Generate text using Ollama API.,other,examples,"sys,json"
examples/generate_code.py,function,generate_code_from_csv,"(csv_content,target_lang)->dict",python,Generate code from CSV analysis.,other,examples,"sys,json"
examples/generate_code.py,function,main,(),python,Main example.,other,examples,"sys,json"
examples/duplicate_detection.py,function,compute_signature_hash,"(params,return_type)->str",python,Compute hash of function signature (ignoring name).,validate,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,compute_name_hash,"(name,params)->str",python,Compute hash for exact duplicate detection.,validate,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,normalize_intent,(intent)->str,python,Normalize intent for comparison.,other,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,find_duplicates,"(project)->Dict[str, Any]",python,Find all types of duplicates in project.,read,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,categorize,(name)->str,python,Categorize function by name.,other,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,extract_domain,(path)->str,python,Extract domain from path.,other,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,generate_report,"(results,project_name)->str",python,Generate markdown deduplication report.,other,examples,"sys,json,hashlib"
examples/duplicate_detection.py,function,main,(),python,Run duplicate detection.,other,examples,"sys,json,hashlib"
tests/conftest.py,function,sample_python_code,()->str,python,Sample Python code for testing.,other,test,"pytest,tempfile"
tests/conftest.py,function,sample_javascript_code,()->str,python,Sample JavaScript code for testing.,other,test,"pytest,tempfile"
tests/conftest.py,function,sample_java_code,()->str,python,Sample Java code for testing.,other,test,"pytest,tempfile"
tests/conftest.py,function,temp_project_dir,(),python,a temporary project directory.,other,test,"pytest,tempfile"
tests/conftest.py,function,sample_project,"(temp_project_dir,sample_python_code)",python,a sample project with Python files.,other,test,"pytest,tempfile"
tests/conftest.py,function,sample_module,(),python,a sample module for testing.,other,test,"pytest,tempfile"
tests/conftest.py,function,sample_project_model,(),python,a sample project model for testing.,other,test,"pytest,tempfile"
tests/conftest.py,function,mock_llm_config,(),python,Mock LLM configuration for testing.,other,test,"pytest,tempfile"
tests/conftest.py,function,sample_analysis_result,(),python,Sample analysis result for testing.,validate,test,"pytest,tempfile"
tests/test_generators.py,class,TestMarkdownGenerator,(),python,,transform,test,"json,pytest"
tests/test_generators.py,method,TestMarkdownGenerator.test_generate_basic,"(self,sample_project)",python,Test basic Markdown generation.,other,test,"json,pytest"
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_modules(se,"(f, s,ple_project))",python,Test that modules are included.''',other,test,"json,pytest"
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_classes(se,"(f, s,ple_project))",python,Test that classes are included.''',other,test,"json,pytest"
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_functions(se,"(f, s,ple_project))",python,Test that functions are included.''',other,test,"json,pytest"
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_entrypoints(se,"(f, s,ple_project))",python,Test that entrypoints are included.''',other,test,"json,pytest"
tests/test_generators.py,method,TestMarkdownGenerator.t_detail_levels(se,"(f, s,ple_project))",python,Test different detail levels.''',other,test,"json,pytest"
tests/test_generators.py,class,"tCompactGenerator:
 ",(),python,,transform,test,"json,pytest"
tests/test_generators.py,method,"tCompactGenerator:
 .t_generate_basic(se","(f, s,ple_project))",python,Test basic compact generation.''',other,test,"json,pytest"
tests/test_generators.py,method,"tCompactGenerator:
 .t_generate_includes_hubs(se","(f, s,ple_project))",python,Test that ENTRY is included.''',other,test,"json,pytest"
tests/test_generators.py,method,"tCompactGenerator:
 .t_compact_is_smaller(se","(f, s,ple_project))",python,Test that compact output is smaller than markdown.''',validate,test,"json,pytest"
tests/test_generators.py,class,"tJSONGenerator:
 ",(),python,,transform,test,"json,pytest"
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_valid_json(se","(f, s,ple_project))",python,Test that output is valid JSON.''',other,test,"json,pytest"
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_structure(se","(f, s,ple_project))",python,Test JSON structure.''',other,test,"json,pytest"
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_modules(se","(f, s,ple_project))",python,Test module structure in JSON.''',other,test,"json,pytest"
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_functions(se","(f, s,ple_project))",python,Test function structure in JSON.''',other,test,"json,pytest"
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_classes(se","(f, s,ple_project))",python,Test class structure in JSON.''',other,test,"json,pytest"
tests/test_generators.py,function,sample_project,(),python,a sample project for testing generators.,other,test,"json,pytest"
tests/test_intent.py,class,TestIntentAnalyzer,(),python,,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_init,(self),python,Test IntentAnalyzer initialization.,lifecycle,test,pytest
