path,type,name,signature,language
code2logic/parsers.py,method,UniversalParser._extract_ast_class,"(self,node)->ClassInfo",python
code2logic/parsers.py,method,UniversalParser._ann_str,"(self,node)->str",python
code2logic/parsers.py,method,UniversalParser._parse_js_ts,"(self,filepath,content,language)->ModuleInfo",python
code2logic/parsers.py,function,is_tree_sitter_available,()->bool,python
code2logic/intent.py,class,IntentType,(Enum),python
code2logic/intent.py,class,EnhancedIntentGenerator,(),python
code2logic/intent.py,method,"EnhancedIntentGenerator.__(self,","(lang,str )",python
code2logic/intent.py,method,"EnhancedIntentGenerator.te(self,","(name,str,,ing)->   ",python
code2logic/intent.py,method,"EnhancedIntentGenerator.ct_from_docstring(self,","(docs,ing)->al[str]:
    ",python
code2logic/intent.py,method,"EnhancedIntentGenerator._name(self,","(name,str))->tr]:
    ",python
code2logic/intent.py,method,EnhancedIntentGenerator.ailable_features(cls) ,"(> d)->tr, bool]:
    ",python
code2logic/intent.py,class,"Analyzer:
    ",(),python
code2logic/intent.py,method,"Analyzer:
    .__(self)","(
   )",python
code2logic/intent.py,method,"Analyzer:
    .ct_keywords(self,","(quer, str))->tr]:
    ",python
code2logic/intent.py,method,"Analyzer:
    .late_intent_confidence(self,","(keyw,ds,ns)->
    ",python
code2logic/intent.py,method,"Analyzer:
    .ify_target(self,","(quer, str,,t)->   ",python
code2logic/intent.py,method,"Analyzer:
    .ate_description(self,","(inte,_type,)->   ",python
code2logic/intent.py,method,"Analyzer:
    .ate_suggestions(self,","(inte,_type,,t)->tr]:
    ",python
code2logic/intent.py,method,"Analyzer:
    .e_intent(self,","(quer, str,,t)->ntent]:
    ",python
code2logic/intent.py,method,"Analyzer:
    ._code_smells(self,","(proj,t)->ict]:
    ",python
code2logic/intent.py,method,"Analyzer:
    .t_refactoring(self,","(targ,,t)->tr]:
    ",python
code2logic/intent.py,method,"Analyzer:
    .target_object(self,","(targ,,t)->   ",python
code2logic/intent.py,method,"Analyzer:
    .st_module_refactoring(self,","(modu,)->tr]:
    ",python
code2logic/intent.py,method,"Analyzer:
    .st_class_refactoring(self,","(cls,ny))->tr]:
    ",python
code2logic/intent.py,method,"Analyzer:
    .st_function_refactoring(self,","(func,Any))->tr]:
    ",python
code2logic/generators.py,class,MarkdownGenerator,(),python
code2logic/generators.py,method,MarkdownGenerator.generate,"(self,project,detail_level)->str",python
code2logic/generators.py,method,MarkdownGenerator.: List[st,"(], p,ject,)",python
code2logic/generators.py,method,MarkdownGenerator.: List[str],"( tre, dict,, de, = 0)...+1)",python
code2logic/generators.py,method,MarkdownGenerator.: ModuleInf,"(, 
 ,     ,e,    """"...+1)",python
code2logic/generators.py,method,"MarkdownGenerator.lassInfo, ","(etai, str),Gen,ocumen)",python
code2logic/generators.py,method,"MarkdownGenerator.   ""","(""Gen,a)->re.",python
code2logic/generators.py,class,ltra-compact out,(),python
code2logic/generators.py,method,"ltra-compact out.tr:
    ","(   "",
      )-> ou",python
code2logic/generators.py,class, output for m,(),python
code2logic/generators.py,method, output for m.: bool =,"(Fals, 
     ,ail, """"""
 )->tpu",python
code2logic/generators.py,method," output for m.fo, detail: str)","(-> s,,nested)->ctu",python
code2logic/generators.py,method," output for m., detail: str)","(-> s,,flat J)->or ",python
code2logic/generators.py,method," output for m.lem_type: str, nam","(,
,         ,atur...+4)->ow f",python
code2logic/generators.py,method," output for m.> str:
        ""","(""Bui, )->""""
",python
code2logic/generators.py,method," output for m.    """"""Cate","(oriz,by n)->n.""",python
code2logic/generators.py,method," output for m.        """"""Extr","(ct d,ain )->""""""",python
code2logic/generators.py,method, output for m. str) -> str:,"(    ,  """",e short h)->   ",python
code2logic/generators.py,class, output for h,(),python
code2logic/generators.py,method, output for h.: bool =,"(Fals, 
     ,ail, """"""
 )->tpu",python
code2logic/generators.py,method," output for h.fo, detail: str)","(-> d,t,at dat)->e op",python
code2logic/generators.py,method," output for h.Info, detail: str)","(-> d,t,sted h)->l da",python
code2logic/generators.py,method," output for h.r, name: s","(r, s,natu,,
       ,    ...+4)->lat ",python
code2logic/generators.py,method," output for h.unctionInfo, langua","(e,,
  , , detail...+3)-> fun",python
code2logic/generators.py,method," output for h.name: str, f: Fun","(tion,fo,
,          , ...+4)->od.""",python
code2logic/generators.py,method, output for h.detail: str) -> d,"(ct, ,functi)-> for",python
code2logic/generators.py,method, output for h.tail: str) -> d,"(ct, ,method)->or n",python
code2logic/generators.py,method," output for h.> str:
        ""","(""Bui, )->tri",python
code2logic/generators.py,method," output for h.    """"""Cate","(oriz,func)->me ",python
code2logic/generators.py,method," output for h.        """"""Extr","(ct d,ain )->pat",python
code2logic/generators.py,method, output for h. str) -> str:,"(    ,  """",e short h)->ick",python
code2logic/generators.py,method," output for h.ectInfo, flat: bool, ","(    ,       ,  de,YAML g)->wit",python
code2logic/generators.py,class,utput optimi,(),python
code2logic/generators.py,method,utput optimi.il: str ,"( 'st,dard') , """"""
 )->put",python
code2logic/generators.py,method,"utput optimi.: str, nam","(, ,      sig, str...+4)->""""
 ",python
code2logic/generators.py,method,"utput optimi.elem_type: str, nam","(,
,         ,Func...+4)->on/m",python
code2logic/generators.py,method,"utput optimi.> str:
        ""","(""Bui, )->""""
",python
code2logic/generators.py,method,"utput optimi.    """"""Cate","(oriz,func)->me ",python
code2logic/generators.py,method,"utput optimi.        """"""Extr","(ct d,ain )->pat",python
code2logic/generators.py,method,utput optimi. str) -> str:,"(    ,  """",e short h)->ick",python
code2logic/generators.py,method,"utput optimi.    """"""Esca","(e te, for)->ve ",python
code2logic/similarity.py,class,SimilarityDetector,(),python
code2logic/similarity.py,method,SimilarityDetector.__init__,"(self,threshold)",python
code2logic/similarity.py,method,SimilarityDetector.find_similar_functions,"(self,modules)->Dict[str, List[str]]",python
code2logic/similarity.py,method,SimilarityDetector.find_duplicate_signatures,"(self,modules)->Dict[str, List[str]]",python
code2logic/similarity.py,method,SimilarityDetector._build_signature,"(self,name,params,return_type)->str",python
code2logic/similarity.py,function,is_rapidfuzz_available,()->bool,python
code2logic/dependency.py,class,DependencyAnalyzer,(),python
code2logic/dependency.py,method,DependencyAnalyzer.__init__,(self),python
code2logic/dependency.py,method,DependencyAnalyzer.build_graph,"(self,modules)->Dict[str, List[str]]",python
code2logic/dependency.py,method,DependencyAnalyzer.analyze_metrics,"(self)->Dict[str, DependencyNode]",python
code2logic/dependency.py,method,DependencyAnalyzer.get_entrypoints,(self)->List[str],python
code2logic/dependency.py,method,DependencyAnalyzer.get_hubs,(self)->List[str],python
code2logic/dependency.py,method,DependencyAnalyzer.detect_cycles,(self)->List[List[str]],python
code2logic/dependency.py,method,DependencyAnalyzer.get_strongly_connected_components,(self)->List[List[str]],python
code2logic/dependency.py,method,DependencyAnalyzer._detect_clusters,"(self)->Dict[str, int]",python
code2logic/dependency.py,method,DependencyAnalyzer._module_name,"(self,path)->str",python
code2logic/dependency.py,method,DependencyAnalyzer.get_dependency_depth,"(self,module_path)->int",python
code2logic/dependency.py,function,is_networkx_available,()->bool,python
code2logic/mcp_server.py,function,handle_request,(request)->dict,python
code2logic/mcp_server.py,function,call_tool,"(tool_name,arguments)->str",python
code2logic/mcp_server.py,function,run_server,(),python
code2logic/gherkin.py,class,GherkinGenerator,(),python
code2logic/gherkin.py,method,"GherkinGenerator.(self, l","(ngua,)",python
code2logic/gherkin.py,method,"GherkinGenerator.(self, p","(ojec, Projec,str = ,)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator._test_scenarios(self, p","(ojec, Projec,)->rkinFeature]:
      ",python
code2logic/gherkin.py,method,GherkinGenerator._definitions(self) -,"( Lis)->pDefinition]:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator._features(self, p","(ojec, Projec,)->rkinFeature]:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator.feature(self, g","(oup_,me,ist[d, Projec...+1)->eature:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator.scenario(self, c","(tego,,ist[d,str) -)->cenario:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator.edge_case_scenarios(self, c","(tego,,ist[d)->rkinScenario]:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator.when_step(self, f","(nc,ncti,r) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator.background(self, d","(main,str, 
,ist[d)->[List[str]]:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator.examples_table(self, i","(ems,ist[d)->t[str, str]]:
      ",python
code2logic/gherkin.py,method,"GherkinGenerator._param_placeholders(self, f","(nc,ncti)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator.r_step(self, s","(ep_t,e, str, f,ncti)",python
code2logic/gherkin.py,method,"GherkinGenerator.features(self, f","(atur,,str) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator.feature(self, f","(atur, Gherki,str) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator.scenario(self, s","(enar,,str) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator.ize(self, n","(me,r) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator._domain(self, p","(th,r) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator._readable(self, n","(me,r) -)->   ",python
code2logic/gherkin.py,method,"GherkinGenerator._func_name(self, s","(ep,r) -)->   ",python
code2logic/gherkin.py,class,"nitionGenerator:
    """"",(),python
code2logic/gherkin.py,method,"nitionGenerator:
    """"._pytest_bdd(self, f","(atur,)->   ",python
code2logic/gherkin.py,method,"nitionGenerator:
    """"._behave(self, f","(atur,)->   ",python
code2logic/gherkin.py,method,"nitionGenerator:
    """"._cucumber_js(self, f","(atur,)->   ",python
code2logic/gherkin.py,method,"nitionGenerator:
    """"._func_name(self, s","(ep,r) -)->   ",python
code2logic/gherkin.py,class,"YAMLGenerator:
    """"",(),python
code2logic/gherkin.py,method,"YAMLGenerator:
    """".(self, p","(ojec, Projec,str = )->   ",python
code2logic/gherkin.py,method,"YAMLGenerator:
    """"._domain(self, p","(th,r) -)->   ",python
code2logic/gherkin.py,method,"YAMLGenerator:
    """".ize(self, n","(me,r) -)->   ",python
code2logic/gherkin.py,function,herkin(csv_con,"(ent,)-> """"",python
code2logic/gherkin.py,function,_test_data(gherkin_c,"(ntent)->Any]:
    """"""
",python
examples/refactor_suggestions.py,function,check_ollama,()->bool,python
examples/refactor_suggestions.py,function,generate_with_ollama,"(prompt,system)->str",python
examples/refactor_suggestions.py,function,find_issues,(project)->list,python
examples/refactor_suggestions.py,function,get_llm_suggestions,"(issues,project)->str",python
examples/refactor_suggestions.py,function,main,(),python
examples/token_efficiency.py,function,count_tokens,(text)->int,python
examples/token_efficiency.py,function,estimate_cost,"(tokens,model)->float",python
examples/token_efficiency.py,function,analyze_format,"(name,content,baseline_tokens)->Dict[str, Any]",python
examples/token_efficiency.py,function,main,(),python
examples/bdd_workflow.py,function,lculate_token_savings(c,"(v_content,erkin_content)->ct:
",python
examples/bdd_workflow.py,function,in(),(),python
examples/compare_projects.py,function,compute_hash,"(name,signature)->str",python
examples/compare_projects.py,function,extract_elements,(project)->dict,python
examples/compare_projects.py,function,compare_projects,"(project1,project2)->dict",python
examples/compare_projects.py,function,print_comparison,(result),python
examples/compare_projects.py,function,"""Mai",(),python
examples/quick_start.py,function,main,(),python
examples/generate_code.py,function,check_ollama,(),python
examples/generate_code.py,function,generate_with_ollama,"(prompt,system)->str",python
examples/generate_code.py,function,generate_code_from_csv,"(csv_content,target_lang)->dict",python
examples/generate_code.py,function,main,(),python
examples/duplicate_detection.py,function,compute_signature_hash,"(params,return_type)->str",python
examples/duplicate_detection.py,function,compute_name_hash,"(name,params)->str",python
examples/duplicate_detection.py,function,normalize_intent,(intent)->str,python
examples/duplicate_detection.py,function,find_duplicates,"(project)->Dict[str, Any]",python
examples/duplicate_detection.py,function,categorize,(name)->str,python
examples/duplicate_detection.py,function,extract_domain,(path)->str,python
examples/duplicate_detection.py,function,generate_report,"(results,project_name)->str",python
examples/duplicate_detection.py,function,main,(),python
tests/conftest.py,function,sample_python_code,()->str,python
tests/conftest.py,function,sample_javascript_code,()->str,python
tests/conftest.py,function,sample_java_code,()->str,python
tests/conftest.py,function,temp_project_dir,(),python
tests/conftest.py,function,sample_project,"(temp_project_dir,sample_python_code)",python
tests/conftest.py,function,sample_module,(),python
tests/conftest.py,function,sample_project_model,(),python
tests/conftest.py,function,mock_llm_config,(),python
tests/conftest.py,function,sample_analysis_result,(),python
tests/test_generators.py,class,TestMarkdownGenerator,(),python
tests/test_generators.py,method,TestMarkdownGenerator.test_generate_basic,"(self,sample_project)",python
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_modules(se,"(f, s,ple_project))",python
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_classes(se,"(f, s,ple_project))",python
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_functions(se,"(f, s,ple_project))",python
tests/test_generators.py,method,TestMarkdownGenerator.t_generate_includes_entrypoints(se,"(f, s,ple_project))",python
tests/test_generators.py,method,TestMarkdownGenerator.t_detail_levels(se,"(f, s,ple_project))",python
tests/test_generators.py,class,"tCompactGenerator:
 ",(),python
tests/test_generators.py,method,"tCompactGenerator:
 .t_generate_basic(se","(f, s,ple_project))",python
tests/test_generators.py,method,"tCompactGenerator:
 .t_generate_includes_hubs(se","(f, s,ple_project))",python
tests/test_generators.py,method,"tCompactGenerator:
 .t_compact_is_smaller(se","(f, s,ple_project))",python
tests/test_generators.py,class,"tJSONGenerator:
 ",(),python
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_valid_json(se","(f, s,ple_project))",python
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_structure(se","(f, s,ple_project))",python
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_modules(se","(f, s,ple_project))",python
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_functions(se","(f, s,ple_project))",python
tests/test_generators.py,method,"tJSONGenerator:
 .t_generate_classes(se","(f, s,ple_project))",python
tests/test_generators.py,function,sample_project,(),python
tests/test_intent.py,class,TestIntentAnalyzer,(),python
tests/test_intent.py,method,TestIntentAnalyzer.test_init,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_extract_keywords,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_calculate_intent_confidence,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_module,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_function,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_class,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_project,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_description,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_refactor,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_analyze,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_optimize,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_refactor,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_analyze,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_optimize,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_multiple,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_sorting,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_long_module,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_complex_function,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_large_class,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_too_many_imports,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_module,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_class,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_function,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_module,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_function,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_class,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_not_found,"(self,sample_project_model)",python
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_module_refactoring,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_class_refactoring,(self),python
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_function_refactoring,(self),python
tests/test_intent.py,function,make_function,"(name,params,complexity,lines...+1)",python
tests/test_intent.py,function,make_class,"(name,methods,bases)",python
tests/test_intent.py,function,make_module,"(name,path,functions,classes...+2)",python
tests/test_intent.py,function,make_project,"(name,modules)",python
tests/test_analyzer.py,class,TestProjectAnalyzer,(),python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_init,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_init_with_verbose,"(self,temp_project_dir,capsys)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_returns_project_info,"(self,sample_project)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_finds_source_files,"(self,sample_project)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_ignores_non_source_files,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_ignores_common_dirs,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_extracts_functions,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_extracts_classes,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_extracts_imports,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_counts_lines,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_empty_project,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_detect_entrypoints,"(self,temp_project_dir)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_get_statistics,"(self,sample_project)",python
tests/test_analyzer.py,method,TestProjectAnalyzer.test_language_detection,"(self,temp_project_dir)",python
tests/test_analyzer.py,class,TestAnalyzeProjectFunction,(),python
tests/test_analyzer.py,method,TestAnalyzeProjectFunction.test_analyze_project,"(self,sample_project)",python
tests/test_analyzer.py,class,TestGetLibraryStatus,(),python
tests/test_analyzer.py,method,TestGetLibraryStatus.test_get_library_status,(self),python
