path,type,name,signature,language,intent,category,domain,imports
code2logic/adaptive.py,method,AdaptiveReproducer._reproduce_chunked,"(path,content,format_name,output_dir)->AdaptiveResult",python,reproduce chunked,other,code2logic,"dataclasses.dataclass,pathlib.Path,typing.Any,typing.Dict,typing.List"
code2logic/adaptive.py,method,AdaptiveReproducer._generate_from_spec,"(spec,format_name,file_ext)->str",python,creates from spec,create,code2logic,"dataclasses.dataclass,pathlib.Path,typing.Any,typing.Dict,typing.List"
code2logic/adaptive.py,method,AdaptiveReproducer._save_result,"(output_dir,original,spec,generated...+1)",python,caches result,other,code2logic,"dataclasses.dataclass,pathlib.Path,typing.Any,typing.Dict,typing.List"
code2logic/adaptive.py,function,get_llm_capabilities,"(model)->Dict[str, Any]",python,retrieves llm capabilities,read,code2logic,"dataclasses.dataclass,pathlib.Path,typing.Any,typing.Dict,typing.List"
code2logic/analyzer.py,class,ProjectAnalyzer,(),python,,other,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer._language_from_shebang,(first_line)->Optional[str],python,language from shebang,transform,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer.__init__,"(root_path,use_treesitter,verbose,include_private...+2)",python,creates,lifecycle,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer._print_status,(),python,logs status,other,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer.analyze,()->ProjectInfo,python,processes,other,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer._scan_files,(),python,scan files,validate,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer._get_git_nonignored_files,()->Optional[List[Path]],python,retrieves git nonignored files,read,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer._detect_entrypoints,()->List[str],python,detect entrypoints,other,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,method,ProjectAnalyzer.get_statistics,()->Dict,python,retrieves statistics,read,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,function,analyze_project,"(path,use_treesitter,verbose)->ProjectInfo",python,processes project,other,code2logic,"logging,os,subprocess,sys,time"
code2logic/analyzer.py,function,get_library_status,"()->Dict[str, bool]",python,retrieves library status,read,code2logic,"logging,os,subprocess,sys,time"
code2logic/base.py,class,VerboseMixin,(),python,,other,code2logic,logging
code2logic/base.py,method,VerboseMixin.__init__,(verbose),python,creates,lifecycle,code2logic,logging
code2logic/base.py,method,VerboseMixin.log,"(msg,level)",python,logs,other,code2logic,logging
code2logic/base.py,method,VerboseMixin.debug,(msg),python,debug,other,code2logic,logging
code2logic/base.py,method,VerboseMixin.info,(msg),python,info,other,code2logic,logging
code2logic/base.py,method,VerboseMixin.warn,(msg),python,warn,other,code2logic,logging
code2logic/base.py,method,VerboseMixin.error,(msg),python,error,other,code2logic,logging
code2logic/base.py,class,BaseParser,(VerboseMixin),python,,transform,code2logic,logging
code2logic/base.py,method,BaseParser.__init__,(verbose),python,creates,lifecycle,code2logic,logging
code2logic/base.py,method,BaseParser.parse,"(content,language)",python,parses,transform,code2logic,logging
code2logic/base.py,method,BaseParser.parse_file,(path),python,parses file,transform,code2logic,logging
code2logic/base.py,class,BaseGenerator,(VerboseMixin),python,,other,code2logic,logging
code2logic/base.py,method,BaseGenerator.__init__,(verbose),python,creates,lifecycle,code2logic,logging
code2logic/base.py,method,BaseGenerator.generate,"(project,detail)->str",python,creates,create,code2logic,logging
code2logic/base_generator.py,class,ProjectGenerator,(Protocol),python,,other,generator,"typing.Protocol,typing.Any,models.ProjectInfo"
code2logic/base_generator.py,method,ProjectGenerator.generate,(project)->Any,python,creates,create,generator,"typing.Protocol,typing.Any,models.ProjectInfo"
code2logic/benchmark.py,class,FormatResult,(),python,,transform,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,class,BenchmarkResult,(),python,,other,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,class,ReproductionBenchmark,(),python,,other,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark.__init__,(client),python,creates,lifecycle,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark.generate_spec,"(file_path,format_name,detail)->str",python,creates spec,create,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark.reproduce_with_format,"(file_path,format_name,original_code)->FormatResult",python,reproduce with format,transform,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark.run_single,"(file_path,formats)->BenchmarkResult",python,starts single,other,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark.run_all,"(files,output_dir)->Dict[str, Any]",python,starts all,other,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark._generate_summary,"(results)->Dict[str, Any]",python,creates summary,create,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark._save_results,"(output_dir,results,summary)",python,caches results,other,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,method,ReproductionBenchmark._generate_report,"(results,summary)->str",python,creates report,create,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmark.py,function,run_benchmark,"(files,output_dir,provider,model)->Dict[str, Any]",python,starts benchmark,other,code2logic,"json,time,dotenv.load_dotenv,dataclasses.asdict,dataclasses.dataclass"
code2logic/benchmarks/common.py,function,create_single_project,"(module_info,file_path)->ProjectInfo",python,creates single project,create,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,generate_spec,"(project,fmt)->str",python,creates spec,create,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,_generate_token_json,(project)->str,python,creates token json,create,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,_generate_token_json_compact,(project)->str,python,creates token json compact,create,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,generate_spec_token,"(project,fmt)->str",python,creates spec token,create,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,get_async_reproduction_prompt,"(spec,fmt,file_name,with_tests)->str",python,retrieves async reproduction prompt,read,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,get_token_reproduction_prompt,"(spec,fmt,file_name,language)->str",python,retrieves token reproduction prompt,read,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/common.py,function,get_simple_reproduction_prompt,"(spec,fmt,file_name)->str",python,retrieves simple reproduction prompt,read,benchmarks,"json,datetime,pathlib.Path,generators.CSVGenerator,generators.JSONGenerator"
code2logic/benchmarks/results.py,class,FormatResult,(),python,,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,FormatResult.to_dict,"()->Dict[str, Any]",python,converts dict,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,class,FileResult,(),python,,other,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,FileResult.to_dict,"()->Dict[str, Any]",python,converts dict,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,class,FunctionResult,(),python,,other,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,FunctionResult.to_dict,"()->Dict[str, Any]",python,converts dict,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,class,BenchmarkResult,(),python,,other,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkResult.__post_init__,(),python,creates init,lifecycle,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkResult.calculate_aggregates,(),python,processes aggregates,other,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkResult.to_dict,"()->Dict[str, Any]",python,converts dict,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkResult.to_json,(indent)->str,python,converts json,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkResult.save,(path),python,caches,other,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkResult.load,(path)->'BenchmarkResult',python,retrieves,read,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,class,BenchmarkConfig,(),python,,other,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/results.py,method,BenchmarkConfig.to_dict,"()->Dict[str, Any]",python,converts dict,transform,benchmarks,"json,dataclasses.asdict,dataclasses.dataclass,dataclasses.field,datetime"
code2logic/benchmarks/runner.py,class,BenchmarkRunner,(),python,,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner.__init__,"(client,config)",python,creates,lifecycle,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner._should_use_llm,()->bool,python,checks use llm,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner._get_client,()->BaseLLMClient,python,retrieves client,read,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner._template_generate_code,"(spec,fmt,file_name,language)->str",python,template generate code,create,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner.run_format_benchmark,"(folder,formats,limit,verbose)->BenchmarkResult",python,starts format benchmark,transform,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner._test_format,"(project,original,fmt,file_name...+3)->FormatResult",python,checks format,transform,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner.run_file_benchmark,"(file_path,formats,verbose)->BenchmarkResult",python,starts file benchmark,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner.run_function_benchmark,"(file_path,function_names,limit,verbose)->BenchmarkResult",python,starts function benchmark,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner._test_function,"(func,content,language,file_path...+2)->FunctionResult",python,checks function,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner.run_project_benchmark,"(project_path,formats,limit,verbose)->BenchmarkResult",python,starts project benchmark,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,method,BenchmarkRunner._reproduce_module,"(module_info,fmt,project_root,client...+1)->FileResult",python,reproduce module,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,_test_python_syntax,(code)->bool,python,checks python syntax,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,_test_python_runs,"(code,timeout)->bool",python,checks python runs,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,_basic_syntax_ok,"(code,language)->bool",python,basic syntax ok,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,_count_structural_elements,"(code,language)->dict",python,count structural elements,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,_structural_score,"(original,generated,language)->float",python,structural score,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,_extract_code,(response)->str,python,parses code,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/benchmarks/runner.py,function,run_benchmark,"(source,benchmark_type,formats,limit...+2)->BenchmarkResult",python,starts benchmark,other,benchmarks,"difflib,re,sys,time,pathlib.Path"
code2logic/chunked_reproduction.py,class,Chunk,(),python,,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,class,ChunkedSpec,(),python,,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,class,ChunkedResult,(),python,,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,class,ChunkedReproducer,(),python,,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,method,ChunkedReproducer.__init__,"(client,model_name,max_tokens)",python,creates,lifecycle,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,method,ChunkedReproducer.reproduce,"(spec,fmt,file_name)->ChunkedResult",python,reproduce,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,method,ChunkedReproducer._extract_code,(response)->str,python,parses code,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,get_llm_limit,(model_name)->int,python,retrieves llm limit,read,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,chunk_yaml_spec,"(spec,max_tokens)->List[Chunk]",python,chunk yaml spec,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,chunk_gherkin_spec,"(spec,max_tokens)->List[Chunk]",python,chunk gherkin spec,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,chunk_markdown_spec,"(spec,max_tokens)->List[Chunk]",python,chunk markdown spec,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,chunk_spec,"(spec,fmt,max_tokens)->ChunkedSpec",python,chunk spec,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,get_chunk_prompt,"(chunk,fmt,file_name,chunk_num...+1)->str",python,retrieves chunk prompt,read,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,merge_chunk_codes,"(codes,file_name)->str",python,merges chunk codes,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,auto_chunk_reproduce,"(spec,fmt,file_name,client...+1)->ChunkedResult",python,auto chunk reproduce,transform,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/chunked_reproduction.py,function,adaptive_chunk_reproduce,"(spec,fmt,file_name,client...+2)->ChunkedResult",python,adaptive chunk reproduce,other,product,"re,dataclasses.dataclass,typing.List,typing.Optional,utils.estimate_tokens"
code2logic/cli.py,class,Colors,(),python,,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,class,Logger,(),python,,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.__init__,"(verbose,debug)",python,creates,lifecycle,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger._elapsed,()->str,python,elapsed,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.info,(msg),python,info,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.success,(msg),python,success,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.warning,(msg),python,warning,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.error,(msg),python,error,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.step,(msg),python,step,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.detail,(msg),python,detail,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.debug_msg,(msg),python,debug msg,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.stats,"(label,value)",python,stats,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.separator,(),python,separator,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,method,Logger.header,(msg),python,header,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,ensure_dependencies,(),python,ensure dependencies,validate,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_get_env_file_path,()->str,python,retrieves env file path,read,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_read_text_file,(path)->str,python,retrieves text file,read,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_write_text_file,"(path,content)->None",python,logs text file,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_set_env_var,"(var_name,value)->str",python,updates env var,update,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_unset_env_var,(var_name)->str,python,unset env var,update,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_get_litellm_config_path,()->str,python,retrieves litellm config path,read,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_get_user_llm_config_path,()->str,python,retrieves user llm config path,read,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_load_user_llm_config,()->dict,python,retrieves user llm config,read,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_save_user_llm_config,(data)->str,python,caches user llm config,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_load_litellm_yaml,()->dict,python,retrieves litellm yaml,read,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_save_litellm_yaml,(data)->str,python,caches litellm yaml,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_infer_provider_from_litellm_model,(litellm_model)->str,python,infer provider from litellm model,transform,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,_code2logic_llm_cli,(argv)->None,python,code2logic llm cli,other,code2logic,"argparse,json,logging,os,signal"
code2logic/cli.py,function,main,(argv=None),python,main,other,code2logic,"argparse,json,logging,os,signal"
code2logic/code_review.py,class,CodeReviewer,(),python,,other,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/code_review.py,method,CodeReviewer.__init__,(client=None),python,creates,lifecycle,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/code_review.py,method,CodeReviewer.review,"(project,focus)->Dict[str, Any]",python,review,other,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/code_review.py,method,CodeReviewer.generate_report,"(results,project_name)->str",python,creates report,create,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/code_review.py,function,analyze_code_quality,"(project)->Dict[str, List[Dict]]",python,processes code quality,other,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/code_review.py,function,check_security_issues,"(project)->Dict[str, List[Dict]]",python,checks security issues,validate,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/code_review.py,function,check_performance_issues,"(project)->Dict[str, List[Dict]]",python,checks performance issues,validate,code2logic,"collections.defaultdict,typing.Any,typing.Dict,typing.List"
code2logic/config.py,class,Config,(),python,,other,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.__init__,(env_file),python,creates,lifecycle,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config._load_env_file,(env_file),python,retrieves env file,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config._parse_env_file,(path),python,parses env file,transform,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config._load_config_file,(),python,retrieves config file,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.get_api_key,(provider)->Optional[str],python,retrieves api key,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.get_model,(provider)->str,python,retrieves model,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.get_ollama_host,()->str,python,retrieves ollama host,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.get_default_provider,()->str,python,retrieves default provider,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.is_verbose,()->bool,python,is verbose,validate,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.get_project_name,()->str,python,retrieves project name,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.get_cache_dir,()->Path,python,retrieves cache dir,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.list_configured_providers,"()->Dict[str, bool]",python,list configured providers,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,method,Config.to_dict,"()->Dict[str, Any]",python,converts dict,transform,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,function,load_env,(),python,retrieves env,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,function,get_api_key,(provider)->Optional[str],python,retrieves api key,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/config.py,function,get_model,(provider)->str,python,retrieves model,read,config,"json,os,pathlib.Path,typing.Any,typing.Dict"
code2logic/dependency.py,class,DependencyAnalyzer,(),python,,other,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.__init__,(),python,creates,lifecycle,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.build_graph,"(modules)->Dict[str, List[str]]",python,creates graph,create,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.analyze_metrics,"()->Dict[str, DependencyNode]",python,processes metrics,other,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.get_entrypoints,()->List[str],python,retrieves entrypoints,read,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.get_hubs,()->List[str],python,retrieves hubs,read,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.detect_cycles,()->List[List[str]],python,detect cycles,other,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer.get_strongly_connected_components,()->List[List[str]],python,retrieves strongly connected components,read,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
code2logic/dependency.py,method,DependencyAnalyzer._detect_clusters,"()->Dict[str, int]",python,detect clusters,other,code2logic,"pathlib.Path,typing.Dict,typing.List,models.DependencyNode,models.ModuleInfo"
